Student_ID,Institution_Type,AISHE_Code,State,Academic_Year,District,Age,Gender,Area_Type,Social_Category,Education_Level,Program,Affiliated_University,College_Type,Mother_Education,Father_Education,Family_Income_Monthly,Medium_of_Instruction,Attendance_Percentage,Current_Academic_Score,Previous_Year_Score,First_Semester_Grade,Second_Semester_Grade,Fee_Payment_Status,Scholarship_Status,Financial_Assistance,Disciplinary_Records,Extracurricular_Participation,Library_Usage,Risk_Level,Institution_Code,Year,Data_Source_Year,Primary_Sources
RJC00617,College,C-72216,Rajasthan,2024-25,Jaipur,18,Female,Urban,OBC,Postgraduate,Bachelor of Science (BSc),"University of Rajasthan, Jaipur",Government Aided College,Literate_No_Formal,Graduate,10000-20000,English,92.6312182537282,95.0,98.0,98.85127437,98.82910424,Up_to_Date,Yes,Not_Received,Yes,Limited,Regular,Low_Risk,C-72216,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00618,College,C-68991,Rajasthan,2024-25,Jodhpur,18,Male,Rural,SC,Postgraduate,Bachelor of Science (BSc),"Mohan Lal Sukhadia University, Udaipur",Government College,Graduate,Illiterate,5000-10000,Hindi,88.76614795867269,79.2,78.27516284,76.90143047,80.47635673,Up_to_Date,Yes,Not_Received,No,Active,Regular,Low_Risk,C-68991,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00619,College,C-43972,Rajasthan,2024-25,Pali,20,Female,Rural,SC,Undergraduate,Bachelor of Commerce (BCom),"Mohan Lal Sukhadia University, Udaipur",Private College,Graduate,Illiterate,5000-10000,English,89.99429472604523,95.0,98.0,89.46156562,91.42205187,Up_to_Date,Yes,Not_Received,No,Limited,Regular,Low_Risk,C-43972,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00620,College,C-42406,Rajasthan,2024-25,Bharatpur,23,Male,Urban,OBC,Postgraduate,Bachelor of Science (BSc),"University of Rajasthan, Jaipur",Private College,Upper_Primary,Literate_No_Formal,5000-10000,Hindi,98.81184061862358,81.9,84.08022205,80.28303747,85.07180889,Pending,No,Received,No,Limited,Occasional,Low_Risk,C-42406,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00621,College,C-93579,Rajasthan,2024-25,Jaipur,19,Female,Rural,OBC,Postgraduate,Bachelor of Arts (BA),"Manipal University, Jaipur",Private College,Primary,Post_Graduate,20000-50000,English,99.39413902171276,95.0,94.10736388,94.54233109,98.27953835,Up_to_Date,No,Not_Received,No,Active,Regular,Low_Risk,C-93579,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00622,College,C-46347,Rajasthan,2024-25,Jaipur,20,Female,Rural,OBC,Postgraduate,Bachelor of Science (BSc),"National Law University, Jodhpur",Private College,Primary,Literate_No_Formal,5000-10000,English,87.15950977291301,95.0,93.89373529,85.03051406,100.0,Up_to_Date,No,Received,No,Active,Regular,Low_Risk,C-46347,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00623,College,C-78327,Rajasthan,2024-25,Jodhpur,18,Male,Urban,SC,Undergraduate,Master of Business Administration (MBA),"University of Rajasthan, Jaipur",Constituent College,Primary,Upper_Primary,10000-20000,Regional_Language,85.97782806825562,57.3,48.66449099,62.46199536,63.09688207,Pending,Yes,Not_Received,No,Active,Regular,Medium_Risk,C-78327,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00624,College,C-73517,Rajasthan,2024-25,Kota,18,Male,Rural,OBC,Undergraduate,Bachelor of Commerce (BCom),"Mohan Lal Sukhadia University, Udaipur",Private College,Secondary,Higher_Secondary,5000-10000,Hindi,81.90858040376679,71.8,74.85532576,55.19604746,74.74764412,Up_to_Date,No,Not_Received,No,Limited,Regular,Low_Risk,C-73517,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00625,College,C-92149,Rajasthan,2024-25,Udaipur,25,Male,Rural,General,Postgraduate,Bachelor of Commerce (BCom),"University of Rajasthan, Jaipur",Private College,Upper_Primary,Illiterate,20000-50000,Hindi,80.8496136352255,82.2,80.87836212,98.48890164,75.43445429,Up_to_Date,No,Not_Received,No,Limited,Regular,Low_Risk,C-92149,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00626,College,C-41358,Rajasthan,2024-25,Jodhpur,24,Male,Rural,General,Undergraduate,Bachelor of Technology (BTech),"Rajasthan University of Health Sciences, Jaipur",Private College,Higher_Secondary,Secondary,10000-20000,English,88.39494391081973,95.0,89.98406432,100.0,100.0,Up_to_Date,No,Not_Received,No,Active,Occasional,Low_Risk,C-41358,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00627,College,C-45992,Rajasthan,2024-25,Kota,18,Male,Urban,OBC,Undergraduate,Master of Business Administration (MBA),"University of Rajasthan, Jaipur",Government College,Graduate,Primary,5000-10000,English,93.46594436899665,84.6,92.45169417,83.03394765,76.17830273,Pending,No,Received,Yes,Limited,Regular,Medium_Risk,C-45992,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00628,College,C-67654,Rajasthan,2024-25,Bharatpur,24,Female,Urban,OBC,Undergraduate,Bachelor of Science (BSc),"NIIT University, Neemrana",Self-Financing College,Primary,Higher_Secondary,20000-50000,English,63.37448713386187,89.5,78.49827179,89.55655816,95.19557905,Pending,No,Not_Received,No,Limited,Regular,Medium_Risk,C-67654,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00629,College,C-20155,Rajasthan,2024-25,Jaipur,20,Male,Urban,SC,Undergraduate,Master of Arts (MA),"Manipal University, Jaipur",Private College,Upper_Primary,Primary,5000-10000,Hindi,96.23261476611196,95.0,90.62003284,96.81783124,97.5877029,Pending,No,Received,No,Active,Regular,Low_Risk,C-20155,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00630,College,C-47450,Rajasthan,2024-25,Jodhpur,22,Male,Urban,General,Undergraduate,Master of Arts (MA),"Mohan Lal Sukhadia University, Udaipur",Government College,Illiterate,Secondary,20000-50000,Hindi,73.30541338746677,73.8,81.02174999,70.26503767,66.75514577,Up_to_Date,Yes,Received,No,Active,Regular,Low_Risk,C-47450,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00631,College,C-40735,Rajasthan,2024-25,Bikaner,20,Female,Rural,OBC,Undergraduate,Bachelor of Technology (BTech),"Rajasthan Technical University, Kota",Private College,Literate_No_Formal,Secondary,20000-50000,English,81.04588831955792,76.4,77.92418353,77.55571489,75.65419437,Up_to_Date,Yes,Received,No,Active,Regular,Low_Risk,C-40735,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00632,College,C-45614,Rajasthan,2024-25,Baran,20,Male,Rural,SC,Undergraduate,Bachelor of Arts (BA),"Amity University, Jaipur",Government Aided College,Primary,Literate_No_Formal,Below_5000,Hindi,89.54953135716228,63.7,62.31712858,62.83600013,63.22748268,Pending,Yes,Not_Received,No,Active,Regular,Medium_Risk,C-45614,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00633,College,C-54020,Rajasthan,2024-25,Kota,20,Female,Urban,SC,Postgraduate,Master of Arts (MA),"Maharana Pratap University of Agriculture & Technology, Udaipur",Private College,Literate_No_Formal,Illiterate,10000-20000,English,100.0,87.2,88.20802835,86.6343637,95.03349629,Up_to_Date,Yes,Not_Received,No,Limited,Regular,Low_Risk,C-54020,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00634,College,C-51904,Rajasthan,2024-25,Ajmer,21,Female,Rural,OBC,Postgraduate,Bachelor of Arts (BA),"University of Rajasthan, Jaipur",Private College,Higher_Secondary,Upper_Primary,5000-10000,English,98.44176205141922,71.1,71.53531337,72.18876638,66.8201346,Pending,No,Received,No,Active,Occasional,Low_Risk,C-51904,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00635,College,C-80798,Rajasthan,2024-25,Jaipur,18,Female,Rural,OBC,Undergraduate,Bachelor of Technology (BTech),"Mohan Lal Sukhadia University, Udaipur",Private College,Illiterate,Primary,5000-10000,English,86.31302309436494,87.1,73.96669963,79.21883321,85.52832996,Pending,No,Not_Received,No,Active,Regular,Low_Risk,C-80798,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00636,College,C-20561,Rajasthan,2024-25,Kota,18,Female,Rural,General,Postgraduate,Master of Arts (MA),"Amity University, Jaipur",Private College,Upper_Primary,Higher_Secondary,5000-10000,English,80.75932736193232,95.0,91.20590492,95.23741834,80.98358237,Pending,No,Received,No,Active,Regular,Medium_Risk,C-20561,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00637,College,C-28136,Rajasthan,2024-25,Ajmer,19,Female,Rural,ST,Undergraduate,Bachelor of Science (BSc),"Rajasthan University of Health Sciences, Jaipur",Government Aided College,Secondary,Higher_Secondary,10000-20000,English,100.0,72.7,84.63217324,73.68068648,83.10857676,Pending,Yes,Not_Received,No,Limited,Regular,Low_Risk,C-28136,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00638,College,C-29769,Rajasthan,2024-25,Jaipur,21,Male,Urban,General,Undergraduate,Master of Commerce (MCom),"Rajasthan University of Health Sciences, Jaipur",Private College,Secondary,Upper_Primary,Below_5000,Hindi,97.8766731803556,85.1,78.82540692,85.87309773,78.67719054,Pending,No,Not_Received,No,Active,Regular,Medium_Risk,C-29769,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00639,College,C-40311,Rajasthan,2024-25,Jodhpur,19,Male,Rural,ST,Postgraduate,Bachelor of Arts (BA),"Amity University, Jaipur",Private College,Primary,Secondary,Below_5000,English,77.07613365354159,59.6,56.05359189,58.30501547,61.56146519,Pending,No,Received,No,Limited,Occasional,Medium_Risk,C-40311,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00640,College,C-60205,Rajasthan,2024-25,Jodhpur,21,Male,Urban,OBC,Postgraduate,Master of Commerce (MCom),"Amity University, Jaipur",Private College,Higher_Secondary,Secondary,10000-20000,Hindi,92.28623609847166,92.5,87.16703389,99.32714666,91.89155302,Up_to_Date,No,Not_Received,No,Active,Regular,Low_Risk,C-60205,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00641,College,C-30028,Rajasthan,2024-25,Jaipur,24,Female,Rural,OBC,Postgraduate,Bachelor of Commerce (BCom),"NIIT University, Neemrana",Private College,Upper_Primary,Higher_Secondary,Below_5000,English,97.35431845678724,91.2,89.50387821,89.07808467,90.6119942,Pending,Yes,Received,No,Active,Regular,Medium_Risk,C-30028,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00642,College,C-38043,Rajasthan,2024-25,Jodhpur,18,Male,Urban,General,Undergraduate,Bachelor of Science (BSc),"University of Rajasthan, Jaipur",Private College,Primary,Upper_Primary,Below_5000,Hindi,85.66102875385918,80.8,75.13501735,82.16395544,85.65917191,Pending,No,Received,No,Active,Occasional,Medium_Risk,C-38043,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00643,College,C-18418,Rajasthan,2024-25,Jaipur,21,Female,Rural,OBC,Postgraduate,Bachelor of Arts (BA),"Maharana Pratap University of Agriculture & Technology, Udaipur",Private College,Illiterate,Primary,Below_5000,English,95.72555423016811,85.4,88.29393202,93.1837852,95.42757476,Pending,Yes,Received,No,Active,Regular,Medium_Risk,C-18418,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00644,College,C-64377,Rajasthan,2024-25,Jodhpur,19,Female,Rural,OBC,Undergraduate,Bachelor of Education (BEd),"Central University of Rajasthan, Ajmer",Government College,Upper_Primary,Primary,5000-10000,Hindi,72.95969133392782,71.5,72.0785073,71.02374316,73.00896202,Up_to_Date,No,Not_Received,No,Limited,Occasional,Low_Risk,C-64377,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00645,College,C-63424,Rajasthan,2024-25,Jaipur,22,Female,Urban,General,Undergraduate,Bachelor of Arts (BA),"Manipal University, Jaipur",Private College,Higher_Secondary,Upper_Primary,5000-10000,Hindi,93.70013761781236,94.0,98.0,95.2867796,97.93046811,Pending,No,Not_Received,No,Limited,Regular,Low_Risk,C-63424,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00646,College,C-53369,Rajasthan,2024-25,Baran,18,Female,Urban,OBC,Undergraduate,Bachelor of Arts (BA),"Rajasthan Technical University, Kota",Private College,Secondary,Upper_Primary,Below_5000,Regional_Language,87.32752898405116,87.7,78.29247067,87.12169218,89.67334922,Up_to_Date,No,Received,No,Active,Regular,Low_Risk,C-53369,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00647,College,C-81121,Rajasthan,2024-25,Ajmer,21,Male,Rural,Minority,Undergraduate,Bachelor of Science (BSc),"University of Rajasthan, Jaipur",Private College,Higher_Secondary,Upper_Primary,Above_50000,Hindi,94.94414513438949,91.8,88.07727614,99.22421876,97.90518854,Up_to_Date,Yes,Received,No,Active,Regular,Low_Risk,C-81121,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00648,College,C-71069,Rajasthan,2024-25,Bikaner,22,Female,Rural,OBC,Undergraduate,Bachelor of Technology (BTech),"Manipal University, Jaipur",Government College,Upper_Primary,Illiterate,10000-20000,English,90.53350860593754,85.6,82.79421895,84.05365263,82.82250172,Up_to_Date,Yes,Not_Received,No,Active,Regular,Low_Risk,C-71069,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00649,College,C-64496,Rajasthan,2024-25,Bhilwara,23,Female,Rural,SC,Postgraduate,Bachelor of Technology (BTech),"Central University of Rajasthan, Ajmer",Government College,Illiterate,Secondary,5000-10000,Regional_Language,98.85889001540932,95.0,97.64517528,100.0,100.0,Up_to_Date,Yes,Received,No,Active,Regular,Low_Risk,C-64496,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00650,College,C-18161,Rajasthan,2024-25,Kota,21,Male,Rural,General,Undergraduate,Bachelor of Arts (BA),"University of Rajasthan, Jaipur",Private College,Illiterate,Literate_No_Formal,5000-10000,Hindi,85.69789798629546,95.0,87.65423042,94.37847263,100.0,Pending,Yes,Received,No,Active,Regular,Low_Risk,C-18161,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00651,College,C-37110,Rajasthan,2024-25,Jaipur,20,Male,Rural,OBC,Undergraduate,Bachelor of Science (BSc),"Maharaja Ganga Singh University, Bikaner",Private College,Primary,Literate_No_Formal,5000-10000,English,78.84622861088125,82.3,88.62523043,77.14324166,88.79522205,Pending,No,Received,No,Active,Regular,Medium_Risk,C-37110,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00652,College,C-65069,Rajasthan,2024-25,Ajmer,20,Female,Urban,General,Undergraduate,Bachelor of Science (BSc),"University of Rajasthan, Jaipur",Private College,Secondary,Upper_Primary,10000-20000,Hindi,74.27116534896909,95.0,98.0,99.07623902,91.0391128,Pending,Yes,Received,No,Active,Regular,Medium_Risk,C-65069,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00653,College,C-61049,Rajasthan,2024-25,Ajmer,22,Female,Rural,OBC,Undergraduate,Bachelor of Science (BSc),"Mohan Lal Sukhadia University, Udaipur",Private College,Higher_Secondary,Literate_No_Formal,Below_5000,Hindi,95.84080737996284,93.0,84.08902122,91.171993,91.98997419,Pending,Yes,Not_Received,No,Active,Regular,Medium_Risk,C-61049,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00654,College,C-86556,Rajasthan,2024-25,Bharatpur,20,Female,Rural,ST,Postgraduate,Bachelor of Commerce (BCom),"University of Rajasthan, Jaipur",Private College,Literate_No_Formal,Secondary,Below_5000,English,82.74956353504359,95.0,90.07301684,98.72300539,96.43680193,Pending,No,Received,No,Active,Occasional,Medium_Risk,C-86556,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00655,College,C-12560,Rajasthan,2024-25,Kota,18,Female,Urban,OBC,Undergraduate,Master of Arts (MA),"Mohan Lal Sukhadia University, Udaipur",Private College,Upper_Primary,Primary,20000-50000,English,92.37843461699674,95.0,89.74454793,78.62357369,86.77494773,Pending,Yes,Not_Received,Yes,Active,Regular,Medium_Risk,C-12560,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00656,College,C-85456,Rajasthan,2024-25,Jaipur,23,Female,Urban,General,Undergraduate,Bachelor of Science (BSc),"Maharana Pratap University of Agriculture & Technology, Udaipur",Government College,Primary,Upper_Primary,5000-10000,Hindi,93.08064741007207,60.9,80.95908964,60.93123157,70.46952125,Up_to_Date,No,Not_Received,Yes,Limited,Occasional,Low_Risk,C-85456,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00657,College,C-59857,Rajasthan,2024-25,Jodhpur,21,Female,Urban,OBC,Postgraduate,Bachelor of Science (BSc),"Rajasthan Technical University, Kota",Private College,Primary,Upper_Primary,5000-10000,English,70.60321693121037,88.7,84.26079916,85.94236821,88.6263408,Up_to_Date,Yes,Not_Received,No,Active,Occasional,Low_Risk,C-59857,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00658,College,C-72518,Rajasthan,2024-25,Jodhpur,21,Male,Rural,OBC,Undergraduate,Bachelor of Commerce (BCom),"Rajasthan University of Health Sciences, Jaipur",Government Aided College,Literate_No_Formal,Literate_No_Formal,20000-50000,English,58.80812669404678,51.6,64.02100354,45.22044788,53.30356733,Up_to_Date,Yes,Not_Received,Yes,Active,Regular,Medium_Risk,C-72518,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00659,College,C-10772,Rajasthan,2024-25,Udaipur,19,Male,Rural,OBC,Undergraduate,Master of Business Administration (MBA),"Amity University, Jaipur",Private College,Illiterate,Literate_No_Formal,10000-20000,English,92.7399860884976,87.4,76.26694404,84.08055399,83.93797336,Pending,Yes,Not_Received,No,Active,Regular,Low_Risk,C-10772,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00660,College,C-56105,Rajasthan,2024-25,Ajmer,21,Male,Urban,SC,Undergraduate,Bachelor of Education (BEd),"Jai Narain Vyas University, Jodhpur",Private College,Illiterate,Higher_Secondary,5000-10000,Hindi,100.0,91.4,82.48279227,87.95778113,83.43873464,Up_to_Date,Yes,Not_Received,No,Limited,Regular,Low_Risk,C-56105,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00661,College,C-49139,Rajasthan,2024-25,Jodhpur,19,Female,Rural,SC,Undergraduate,Master of Science (MSc),"University of Rajasthan, Jaipur",Private College,Illiterate,Upper_Primary,10000-20000,English,78.45505362203252,75.9,69.40716375,75.61208523,72.27582069,Up_to_Date,No,Not_Received,No,Active,Occasional,Low_Risk,C-49139,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00662,College,C-61116,Rajasthan,2024-25,Dhaulpur,21,Female,Rural,OBC,Undergraduate,Bachelor of Science (BSc),"Amity University, Jaipur",Private College,Illiterate,Upper_Primary,Below_5000,English,72.98751260829277,75.7,67.93448551,67.49604123,77.01522513,Pending,No,Received,No,Active,Regular,Medium_Risk,C-61116,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00663,College,C-64921,Rajasthan,2024-25,Udaipur,18,Female,Urban,OBC,Undergraduate,Bachelor of Arts (BA),"University of Rajasthan, Jaipur",Private College,Illiterate,Illiterate,10000-20000,English,98.2620761559706,80.9,77.75681013,82.79764268,84.94057288,Up_to_Date,Yes,Not_Received,No,Active,Regular,Low_Risk,C-64921,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00664,College,C-80545,Rajasthan,2024-25,Jaipur,21,Male,Urban,General,Postgraduate,Bachelor of Science (BSc),"NIIT University, Neemrana",Private College,Secondary,Upper_Primary,5000-10000,English,100.0,95.0,88.32977438,100.0,95.97074924,Up_to_Date,Yes,Not_Received,No,Active,Regular,Low_Risk,C-80545,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00665,College,C-81582,Rajasthan,2024-25,Jaipur,25,Female,Urban,General,Postgraduate,Bachelor of Science (BSc),"Amity University, Jaipur",Government College,Primary,Secondary,20000-50000,English,89.94863432560061,81.6,74.04526726,83.28557098,83.6803441,Up_to_Date,No,Not_Received,No,Active,Regular,Low_Risk,C-81582,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00666,College,C-89069,Rajasthan,2024-25,Jaipur,18,Female,Rural,OBC,Undergraduate,Bachelor of Commerce (BCom),"Maharana Pratap University of Agriculture & Technology, Udaipur",Private College,Graduate,Secondary,Above_50000,Hindi,88.4510889004233,87.4,95.66777597,92.25393166,85.37784175,Up_to_Date,No,Received,No,Active,Regular,Low_Risk,C-89069,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00667,College,C-38906,Rajasthan,2024-25,Jaipur,24,Female,Rural,OBC,Undergraduate,Master of Science (MSc),"NIIT University, Neemrana",Government College,Illiterate,Secondary,20000-50000,English,90.51056447760276,71.9,80.69034898,78.46737473,74.8774914,Up_to_Date,Yes,Not_Received,No,Limited,Occasional,Low_Risk,C-38906,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00668,College,C-73993,Rajasthan,2024-25,Jaipur,19,Female,Urban,OBC,Postgraduate,Master of Commerce (MCom),"University of Rajasthan, Jaipur",Private College,Primary,Literate_No_Formal,20000-50000,English,78.1427067059441,83.2,89.79437199,90.61893707,92.0969972,Up_to_Date,No,Not_Received,No,Active,Regular,Low_Risk,C-73993,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00669,College,C-38760,Rajasthan,2024-25,Jaipur,22,Male,Rural,OBC,Undergraduate,Master of Commerce (MCom),"Jai Narain Vyas University, Jodhpur",Government College,Primary,Primary,5000-10000,Hindi,96.85828557891966,85.2,88.39199164,96.42083216,89.42873665,Up_to_Date,No,Not_Received,No,Limited,Regular,Low_Risk,C-38760,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00670,College,C-45774,Rajasthan,2024-25,Jodhpur,21,Female,Urban,General,Undergraduate,Bachelor of Science (BSc),"Rajasthan University of Health Sciences, Jaipur",Government College,Illiterate,Higher_Secondary,5000-10000,English,81.56406015362256,79.7,79.44194453,76.70478801,84.55725133,Up_to_Date,Yes,Received,No,Active,Regular,Low_Risk,C-45774,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00671,College,C-67125,Rajasthan,2024-25,Jaipur,20,Male,Urban,OBC,Undergraduate,Master of Arts (MA),"Mohan Lal Sukhadia University, Udaipur",Private College,Higher_Secondary,Graduate,5000-10000,English,79.3397492546339,79.7,74.72375447,75.38909609,81.4640984,Pending,No,Not_Received,No,Active,Regular,Medium_Risk,C-67125,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00672,College,C-73654,Rajasthan,2024-25,Baran,21,Male,Urban,General,Postgraduate,Bachelor of Science (BSc),"NIIT University, Neemrana",Private College,Illiterate,Illiterate,10000-20000,English,84.24669570569445,60.8,52.17473996,65.50079389,51.78106958,Pending,No,Received,No,Active,Occasional,Medium_Risk,C-73654,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00673,College,C-13804,Rajasthan,2024-25,Jaipur,22,Male,Rural,General,Undergraduate,Bachelor of Arts (BA),"University of Rajasthan, Jaipur",Private College,Graduate,Upper_Primary,20000-50000,Regional_Language,99.71027579374646,95.0,96.90396563,99.24959732,88.73200082,Up_to_Date,Yes,Not_Received,No,Active,Regular,Low_Risk,C-13804,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
RJC00674,College,C-60968,Rajasthan,2024-25,Ajmer,19,Female,Rural,SC,Undergraduate,Master of Arts (MA),"Maharana Pratap University of Agriculture & Technology, Udaipur",Government College,Higher_Secondary,Literate_No_Formal,Below_5000,Hindi,87.85931001462068,92.8,82.41095686,97.4540518,95.5292548,Pending,No,Not_Received,No,Limited,Regular,Medium_Risk,C-60968,2024,AISHE 2023-24,"UDISE+, AISHE, ASER, Rajasthan Attendance MIS, Data.gov.in (see attached PDF for full list)"
